date,season,home,away,lat,long,score1,score2,result
9/9/2012,2012,ARI,SEA,33.27 N,-112.05 W,20,16,Win
9/23/2012,2012,ARI,PHI,33.27 N,-112.05 W,27,6,Win
9/30/2012,2012,ARI,MIA,33.27 N,-112.05 W,24,21,Win
10/14/2012,2012,ARI,BUF,33.27 N,-112.05 W,16,19,Loss
10/29/2012,2012,ARI,SF,33.27 N,-112.05 W,3,24,Loss
11/25/2012,2012,ARI,LAR,33.27 N,-112.05 W,17,31,Loss
12/16/2012,2012,ARI,DET,33.27 N,-112.05 W,38,10,Win
12/23/2012,2012,ARI,CHI,33.27 N,-112.05 W,13,28,Loss
9/17/2012,2012,ATL,DEN,33.45 N,-84.23 W,27,21,Win
9/30/2012,2012,ATL,CAR,33.45 N,-84.23 W,30,28,Win
10/14/2012,2012,ATL,OAK,33.45 N,-84.23 W,23,20,Win
11/4/2012,2012,ATL,DAL,33.45 N,-84.23 W,19,13,Win
11/18/2012,2012,ATL,ARI,33.45 N,-84.23 W,23,19,Win
11/29/2012,2012,ATL,NO,33.45 N,-84.23 W,23,13,Win
12/16/2012,2012,ATL,NYG,33.45 N,-84.23 W,34,0,Win
12/30/2012,2012,ATL,TB,33.45 N,-84.23 W,17,22,Loss
1/13/2013,2012,ATL,SEA,33.45 N,-84.23 W,30,28,Win
1/20/2013,2012,ATL,SF,33.45 N,-84.23 W,24,28,Loss
9/10/2012,2012,BAL,CIN,39.17 N,-76.37 W,44,13,Win
9/23/2012,2012,BAL,NE,39.17 N,-76.37 W,31,30,Win
9/27/2012,2012,BAL,CLE,39.17 N,-76.37 W,23,16,Win
10/14/2012,2012,BAL,DAL,39.17 N,-76.37 W,31,29,Win
11/11/2012,2012,BAL,OAK,39.17 N,-76.37 W,55,20,Win
12/2/2012,2012,BAL,PIT,39.17 N,-76.37 W,20,23,Loss
12/16/2012,2012,BAL,DEN,39.17 N,-76.37 W,17,34,Loss
12/23/2012,2012,BAL,NYG,39.17 N,-76.37 W,33,14,Win
1/6/2013,2012,BAL,IND,39.17 N,-76.37 W,24,9,Win
2/3/2013,2012,BAL,SF,39.17 N,-76.37 W,34,31,Win
9/16/2012,2012,BUF,KC,42.54 N,-78.53 W,35,17,Win
9/30/2012,2012,BUF,NE,42.54 N,-78.53 W,28,52,Loss
10/21/2012,2012,BUF,TEN,42.54 N,-78.53 W,34,35,Loss
11/15/2012,2012,BUF,MIA,42.54 N,-78.53 W,19,14,Win
12/2/2012,2012,BUF,JAX,42.54 N,-78.53 W,34,18,Win
12/9/2012,2012,BUF,LAR,42.54 N,-78.53 W,12,15,Loss
12/16/2012,2012,BUF,SEA,42.54 N,-78.53 W,17,50,Loss
12/30/2012,2012,BUF,NYJ,42.54 N,-78.53 W,28,9,Win
9/16/2012,2012,CAR,NO,35.14 N,-80.50 W,35,27,Win
9/20/2012,2012,CAR,NYG,35.14 N,-80.50 W,7,36,Loss
10/7/2012,2012,CAR,SEA,35.14 N,-80.50 W,12,16,Loss
10/21/2012,2012,CAR,DAL,35.14 N,-80.50 W,14,19,Loss
11/11/2012,2012,CAR,DEN,35.14 N,-80.50 W,14,36,Loss
11/18/2012,2012,CAR,TB,35.14 N,-80.50 W,21,27,Loss
12/9/2012,2012,CAR,ATL,35.14 N,-80.50 W,30,20,Win
12/23/2012,2012,CAR,OAK,35.14 N,-80.50 W,17,6,Win
9/9/2012,2012,CHI,IND,41.53 N,-87.38 W,41,21,Win
9/23/2012,2012,CHI,LAR,41.53 N,-87.38 W,23,6,Win
10/22/2012,2012,CHI,DET,41.53 N,-87.38 W,13,7,Win
10/28/2012,2012,CHI,CAR,41.53 N,-87.38 W,23,22,Win
11/11/2012,2012,CHI,HOU,41.53 N,-87.38 W,6,13,Loss
11/25/2012,2012,CHI,MIN,41.53 N,-87.38 W,28,10,Win
12/2/2012,2012,CHI,SEA,41.53 N,-87.38 W,17,23,Loss
12/16/2012,2012,CHI,GB,41.53 N,-87.38 W,13,21,Loss
9/16/2012,2012,CIN,CLE,39.06 N,-84.31 W,34,27,Win
10/7/2012,2012,CIN,MIA,39.06 N,-84.31 W,13,17,Loss
10/21/2012,2012,CIN,PIT,39.06 N,-84.31 W,17,24,Loss
11/4/2012,2012,CIN,DEN,39.06 N,-84.31 W,23,31,Loss
11/11/2012,2012,CIN,NYG,39.06 N,-84.31 W,31,13,Win
11/25/2012,2012,CIN,OAK,39.06 N,-84.31 W,34,10,Win
12/9/2012,2012,CIN,DAL,39.06 N,-84.31 W,19,20,Loss
12/30/2012,2012,CIN,BAL,39.06 N,-84.31 W,23,17,Win
9/9/2012,2012,CLE,PHI,41.30 N,-81.41 W,16,17,Loss
9/23/2012,2012,CLE,BUF,41.30 N,-81.41 W,14,24,Loss
10/14/2012,2012,CLE,CIN,41.30 N,-81.41 W,34,24,Win
10/28/2012,2012,CLE,LAC,41.30 N,-81.41 W,7,6,Win
11/4/2012,2012,CLE,BAL,41.30 N,-81.41 W,15,25,Loss
11/25/2012,2012,CLE,PIT,41.30 N,-81.41 W,20,14,Win
12/9/2012,2012,CLE,KC,41.30 N,-81.41 W,30,7,Win
12/16/2012,2012,CLE,WSH,41.30 N,-81.41 W,21,38,Loss
9/23/2012,2012,DAL,TB,32.47 N,-96.48 W,16,10,Win
10/1/2012,2012,DAL,CHI,32.47 N,-96.48 W,18,34,Loss
10/28/2012,2012,DAL,NYG,32.47 N,-96.48 W,24,29,Loss
11/18/2012,2012,DAL,CLE,32.47 N,-96.48 W,23,20,Win
11/22/2012,2012,DAL,WSH,32.47 N,-96.48 W,31,38,Loss
12/2/2012,2012,DAL,PHI,32.47 N,-96.48 W,38,33,Win
12/16/2012,2012,DAL,PIT,32.47 N,-96.48 W,27,24,Win
12/23/2012,2012,DAL,NO,32.47 N,-96.48 W,31,34,Loss
9/9/2012,2012,DEN,PIT,39.43 N,-105.01 W,31,19,Win
9/23/2012,2012,DEN,HOU,39.43 N,-105.01 W,25,31,Loss
9/30/2012,2012,DEN,OAK,39.43 N,-105.01 W,37,6,Win
10/28/2012,2012,DEN,NO,39.43 N,-105.01 W,34,14,Win
11/18/2012,2012,DEN,LAC,39.43 N,-105.01 W,30,23,Win
12/2/2012,2012,DEN,TB,39.43 N,-105.01 W,31,23,Win
12/23/2012,2012,DEN,CLE,39.43 N,-105.01 W,34,12,Win
12/30/2012,2012,DEN,KC,39.43 N,-105.01 W,38,3,Win
1/12/2013,2012,DEN,BAL,39.43 N,-105.01 W,35,38,Loss
9/9/2012,2012,DET,LAR,42.20 N,-83.03 W,27,23,Win
9/30/2012,2012,DET,MIN,42.20 N,-83.03 W,13,20,Loss
10/28/2012,2012,DET,SEA,42.20 N,-83.03 W,28,24,Win
11/18/2012,2012,DET,GB,42.20 N,-83.03 W,20,24,Loss
11/22/2012,2012,DET,HOU,42.20 N,-83.03 W,31,34,Loss
12/2/2012,2012,DET,IND,42.20 N,-83.03 W,33,35,Loss
12/22/2012,2012,DET,ATL,42.20 N,-83.03 W,18,31,Loss
12/30/2012,2012,DET,CHI,42.20 N,-83.03 W,24,26,Loss
9/9/2012,2012,GB,SF,44.30 N,-88.01 W,22,30,Loss
9/13/2012,2012,GB,CHI,44.30 N,-88.01 W,23,10,Win
9/30/2012,2012,GB,NO,44.30 N,-88.01 W,28,27,Win
10/28/2012,2012,GB,JAX,44.30 N,-88.01 W,24,15,Win
11/4/2012,2012,GB,ARI,44.30 N,-88.01 W,31,17,Win
12/2/2012,2012,GB,MIN,44.30 N,-88.01 W,23,14,Win
12/9/2012,2012,GB,DET,44.30 N,-88.01 W,27,20,Win
12/23/2012,2012,GB,TEN,44.30 N,-88.01 W,55,7,Win
1/5/2013,2012,GB,MIN,44.30 N,-88.01 W,24,10,Win
9/9/2012,2012,HOU,MIA,29.46 N,-95.22 W,30,10,Win
9/30/2012,2012,HOU,TEN,29.46 N,-95.22 W,38,14,Win
10/14/2012,2012,HOU,GB,29.46 N,-95.22 W,24,42,Loss
10/21/2012,2012,HOU,BAL,29.46 N,-95.22 W,43,13,Win
11/4/2012,2012,HOU,BUF,29.46 N,-95.22 W,21,9,Win
11/18/2012,2012,HOU,JAX,29.46 N,-95.22 W,43,37,Win
12/16/2012,2012,HOU,IND,29.46 N,-95.22 W,29,17,Win
12/23/2012,2012,HOU,MIN,29.46 N,-95.22 W,6,23,Loss
1/5/2013,2012,HOU,CIN,29.46 N,-95.22 W,19,13,Win
9/16/2012,2012,IND,MIN,39.46 N,-86.09 W,23,20,Win
9/23/2012,2012,IND,JAX,39.46 N,-86.09 W,17,22,Loss
10/7/2012,2012,IND,GB,39.46 N,-86.09 W,30,27,Win
10/21/2012,2012,IND,CLE,39.46 N,-86.09 W,17,13,Win
11/4/2012,2012,IND,MIA,39.46 N,-86.09 W,23,20,Win
11/25/2012,2012,IND,BUF,39.46 N,-86.09 W,20,13,Win
12/9/2012,2012,IND,TEN,39.46 N,-86.09 W,27,23,Win
12/30/2012,2012,IND,HOU,39.46 N,-86.09 W,28,16,Win
9/16/2012,2012,JAX,HOU,30.20 N,-81.40 W,7,27,Loss
9/30/2012,2012,JAX,CIN,30.20 N,-81.40 W,10,27,Loss
10/7/2012,2012,JAX,CHI,30.20 N,-81.40 W,3,41,Loss
11/4/2012,2012,JAX,DET,30.20 N,-81.40 W,14,31,Loss
11/8/2012,2012,JAX,IND,30.20 N,-81.40 W,10,27,Loss
11/25/2012,2012,JAX,TEN,30.20 N,-81.40 W,24,19,Win
12/9/2012,2012,JAX,NYJ,30.20 N,-81.40 W,10,17,Loss
12/23/2012,2012,JAX,NE,30.20 N,-81.40 W,16,23,Loss
9/9/2012,2012,KC,ATL,39.06 N,-94.37 W,24,40,Loss
9/30/2012,2012,KC,LAC,39.06 N,-94.37 W,20,37,Loss
10/7/2012,2012,KC,BAL,39.06 N,-94.37 W,6,9,Loss
10/28/2012,2012,KC,OAK,39.06 N,-94.37 W,16,26,Loss
11/18/2012,2012,KC,CIN,39.06 N,-94.37 W,6,28,Loss
11/25/2012,2012,KC,DEN,39.06 N,-94.37 W,9,17,Loss
12/2/2012,2012,KC,CAR,39.06 N,-94.37 W,27,21,Win
12/23/2012,2012,KC,IND,39.06 N,-94.37 W,13,20,Loss
9/16/2012,2012,LAC,TEN,39.06 N,-94.37 W,38,10,Win
9/23/2012,2012,LAC,ATL,39.06 N,-94.37 W,3,27,Loss
10/15/2012,2012,LAC,DEN,39.06 N,-94.37 W,24,35,Loss
11/1/2012,2012,LAC,KC,39.06 N,-94.37 W,31,13,Win
11/25/2012,2012,LAC,BAL,39.06 N,-94.37 W,13,16,Loss
12/2/2012,2012,LAC,CIN,39.06 N,-94.37 W,13,20,Loss
12/16/2012,2012,LAC,CAR,39.06 N,-94.37 W,7,31,Loss
12/30/2012,2012,LAC,OAK,39.06 N,-94.37 W,24,21,Win
9/16/2012,2012,LAR,WSH,39.06 N,-94.37 W,31,28,Win
9/30/2012,2012,LAR,SEA,39.06 N,-94.37 W,19,13,Win
10/4/2012,2012,LAR,ARI,39.06 N,-94.37 W,17,3,Win
10/21/2012,2012,LAR,GB,39.06 N,-94.37 W,20,30,Loss
11/18/2012,2012,LAR,NYJ,39.06 N,-94.37 W,13,27,Loss
12/2/2012,2012,LAR,SF,39.06 N,-94.37 W,16,13,Win
12/16/2012,2012,LAR,MIN,39.06 N,-94.37 W,22,36,Loss
9/16/2012,2012,MIA,OAK,25.46 N,-80.12 W,35,13,Win
9/23/2012,2012,MIA,NYJ,25.46 N,-80.12 W,20,23,Loss
10/14/2012,2012,MIA,LAR,25.46 N,-80.12 W,17,14,Win
11/11/2012,2012,MIA,TEN,25.46 N,-80.12 W,3,37,Loss
11/25/2012,2012,MIA,SEA,25.46 N,-80.12 W,24,21,Win
12/2/2012,2012,MIA,NE,25.46 N,-80.12 W,16,23,Loss
12/16/2012,2012,MIA,JAX,25.46 N,-80.12 W,24,3,Win
12/23/2012,2012,MIA,BUF,25.46 N,-80.12 W,24,10,Win
9/9/2012,2012,MIN,JAX,44.59 N,-93.13 W,26,23,Win
9/23/2012,2012,MIN,SF,44.59 N,-93.13 W,24,13,Win
10/7/2012,2012,MIN,TEN,44.59 N,-93.13 W,30,7,Win
10/21/2012,2012,MIN,ARI,44.59 N,-93.13 W,21,14,Win
10/25/2012,2012,MIN,TB,44.59 N,-93.13 W,17,36,Loss
11/11/2012,2012,MIN,DET,44.59 N,-93.13 W,34,24,Win
12/9/2012,2012,MIN,CHI,44.59 N,-93.13 W,21,14,Win
12/30/2012,2012,MIN,GB,44.59 N,-93.13 W,37,34,Win
9/16/2012,2012,NE,ARI,42.21 N,-71.04 W,18,20,Loss
10/7/2012,2012,NE,DEN,42.21 N,-71.04 W,31,21,Win
10/21/2012,2012,NE,NYJ,42.21 N,-71.04 W,29,26,Win
10/28/2012,2012,NE,LAR,42.21 N,-71.04 W,45,7,Win
11/11/2012,2012,NE,BUF,42.21 N,-71.04 W,37,31,Win
11/18/2012,2012,NE,IND,42.21 N,-71.04 W,59,24,Win
12/10/2012,2012,NE,HOU,42.21 N,-71.04 W,42,14,Win
12/16/2012,2012,NE,SF,42.21 N,-71.04 W,34,41,Loss
12/30/2012,2012,NE,MIA,42.21 N,-71.04 W,28,0,Win
1/13/2013,2012,NE,HOU,42.21 N,-71.04 W,41,28,Win
1/20/2013,2012,NE,BAL,42.21 N,-71.04 W,13,28,Loss
9/9/2012,2012,NO,WSH,29.58 N,-90.07 W,32,40,Loss
9/23/2012,2012,NO,KC,29.58 N,-90.07 W,24,27,Loss
10/7/2012,2012,NO,LAC,29.58 N,-90.07 W,31,24,Win
11/5/2012,2012,NO,PHI,29.58 N,-90.07 W,28,13,Win
11/11/2012,2012,NO,ATL,29.58 N,-90.07 W,31,27,Win
11/25/2012,2012,NO,SF,29.58 N,-90.07 W,21,31,Loss
12/16/2012,2012,NO,TB,29.58 N,-90.07 W,41,0,Win
12/30/2012,2012,NO,CAR,29.58 N,-90.07 W,38,44,Loss
9/5/2012,2012,NYG,DAL,40.43 N,-74.01 W,17,24,Loss
9/16/2012,2012,NYG,TB,40.43 N,-74.01 W,41,34,Win
10/7/2012,2012,NYG,CLE,40.43 N,-74.01 W,41,27,Win
10/21/2012,2012,NYG,WSH,40.43 N,-74.01 W,27,23,Win
11/4/2012,2012,NYG,PIT,40.43 N,-74.01 W,20,24,Loss
11/25/2012,2012,NYG,GB,40.43 N,-74.01 W,38,10,Win
12/9/2012,2012,NYG,NO,40.43 N,-74.01 W,52,27,Win
12/30/2012,2012,NYG,PHI,40.43 N,-74.01 W,42,7,Win
9/9/2012,2012,NYJ,BUF,40.43 N,-74.01 W,48,28,Win
9/30/2012,2012,NYJ,SF,40.43 N,-74.01 W,0,34,Loss
10/8/2012,2012,NYJ,HOU,40.43 N,-74.01 W,17,23,Loss
10/14/2012,2012,NYJ,IND,40.43 N,-74.01 W,35,9,Win
10/28/2012,2012,NYJ,MIA,40.43 N,-74.01 W,9,30,Loss
11/22/2012,2012,NYJ,NE,40.43 N,-74.01 W,19,49,Loss
12/2/2012,2012,NYJ,ARI,40.43 N,-74.01 W,7,6,Win
12/23/2012,2012,NYJ,LAC,40.43 N,-74.01 W,17,27,Loss
9/10/2012,2012,OAK,LAC,37.47 N,-122.13 W,14,22,Loss
9/23/2012,2012,OAK,PIT,37.47 N,-122.13 W,34,31,Win
10/21/2012,2012,OAK,JAX,37.47 N,-122.13 W,26,23,Win
11/4/2012,2012,OAK,TB,37.47 N,-122.13 W,32,42,Loss
11/18/2012,2012,OAK,NO,37.47 N,-122.13 W,17,38,Loss
12/2/2012,2012,OAK,CLE,37.47 N,-122.13 W,17,20,Loss
12/6/2012,2012,OAK,DEN,37.47 N,-122.13 W,13,26,Loss
12/16/2012,2012,OAK,KC,37.47 N,-122.13 W,15,0,Win
9/16/2012,2012,PHI,BAL,39.57 N,-75.07 W,24,23,Win
9/30/2012,2012,PHI,NYG,39.57 N,-75.07 W,19,17,Win
10/14/2012,2012,PHI,DET,39.57 N,-75.07 W,23,26,Loss
10/28/2012,2012,PHI,ATL,39.57 N,-75.07 W,17,30,Loss
11/11/2012,2012,PHI,DAL,39.57 N,-75.07 W,23,38,Loss
11/26/2012,2012,PHI,CAR,39.57 N,-75.07 W,22,30,Loss
12/13/2012,2012,PHI,CIN,39.57 N,-75.07 W,13,34,Loss
12/23/2012,2012,PHI,WSH,39.57 N,-75.07 W,20,27,Loss
9/16/2012,2012,PIT,NYJ,40.26 N,-80.00 W,27,10,Win
10/7/2012,2012,PIT,PHI,40.26 N,-80.00 W,16,14,Win
10/28/2012,2012,PIT,WSH,40.26 N,-80.00 W,27,12,Win
11/12/2012,2012,PIT,KC,40.26 N,-80.00 W,16,13,Win
11/18/2012,2012,PIT,BAL,40.26 N,-80.00 W,10,13,Loss
12/9/2012,2012,PIT,LAC,40.26 N,-80.00 W,24,34,Loss
12/23/2012,2012,PIT,CIN,40.26 N,-80.00 W,10,13,Loss
12/30/2012,2012,PIT,CLE,40.26 N,-80.00 W,24,10,Win
9/16/2012,2012,SEA,DAL,47.36 N,-122.20 W,27,7,Win
9/24/2012,2012,SEA,GB,47.36 N,-122.20 W,14,12,Win
10/14/2012,2012,SEA,NE,47.36 N,-122.20 W,24,23,Win
11/4/2012,2012,SEA,MIN,47.36 N,-122.20 W,30,20,Win
11/11/2012,2012,SEA,NYJ,47.36 N,-122.20 W,28,7,Win
12/9/2012,2012,SEA,ARI,47.36 N,-122.20 W,58,0,Win
12/23/2012,2012,SEA,SF,47.36 N,-122.20 W,42,13,Win
12/30/2012,2012,SEA,LAR,47.36 N,-122.20 W,20,13,Win
9/16/2012,2012,SF,DET,47.36 N,-122.20 W,27,19,Win
10/7/2012,2012,SF,BUF,47.36 N,-122.20 W,45,3,Win
10/14/2012,2012,SF,NYG,47.36 N,-122.20 W,3,26,Loss
10/18/2012,2012,SF,SEA,47.36 N,-122.20 W,13,6,Win
11/11/2012,2012,SF,LAR,47.36 N,-122.20 W,24,24,Tie
11/19/2012,2012,SF,CHI,47.36 N,-122.20 W,32,7,Win
12/9/2012,2012,SF,MIA,47.36 N,-122.20 W,27,13,Win
12/30/2012,2012,SF,ARI,47.36 N,-122.20 W,27,13,Win
1/12/2013,2012,SF,GB,47.36 N,-122.20 W,45,31,Win
9/9/2012,2012,TB,CAR,27.57 N,-82.27 W,16,10,Win
9/30/2012,2012,TB,WSH,27.57 N,-82.27 W,22,24,Loss
10/14/2012,2012,TB,KC,27.57 N,-82.27 W,38,10,Win
10/21/2012,2012,TB,NO,27.57 N,-82.27 W,28,35,Loss
11/11/2012,2012,TB,LAC,27.57 N,-82.27 W,34,24,Win
11/25/2012,2012,TB,ATL,27.57 N,-82.27 W,23,24,Loss
12/9/2012,2012,TB,PHI,27.57 N,-82.27 W,21,23,Loss
12/23/2012,2012,TB,LAR,27.57 N,-82.27 W,13,28,Loss
9/9/2012,2012,TEN,NE,36.09 N,-86.48 W,13,34,Loss
9/23/2012,2012,TEN,DET,36.09 N,-86.48 W,44,41,Win
10/11/2012,2012,TEN,PIT,36.09 N,-86.48 W,26,23,Win
10/28/2012,2012,TEN,IND,36.09 N,-86.48 W,13,19,Loss
11/4/2012,2012,TEN,CHI,36.09 N,-86.48 W,20,51,Loss
12/2/2012,2012,TEN,HOU,36.09 N,-86.48 W,10,24,Loss
12/17/2012,2012,TEN,NYJ,36.09 N,-86.48 W,14,10,Win
12/30/2012,2012,TEN,JAX,36.09 N,-86.48 W,38,20,Win
9/23/2012,2012,WSH,CIN,38.54 N,-77.01 W,31,38,Loss
10/7/2012,2012,WSH,ATL,38.54 N,-77.01 W,17,24,Loss
10/14/2012,2012,WSH,MIN,38.54 N,-77.01 W,38,26,Win
11/4/2012,2012,WSH,CAR,38.54 N,-77.01 W,13,21,Loss
11/18/2012,2012,WSH,PHI,38.54 N,-77.01 W,31,6,Win
12/3/2012,2012,WSH,NYG,38.54 N,-77.01 W,17,16,Win
12/9/2012,2012,WSH,BAL,38.54 N,-77.01 W,31,28,Win
12/30/2012,2012,WSH,DAL,38.54 N,-77.01 W,28,18,Win
1/6/2013,2012,WSH,SEA,38.54 N,-77.01 W,14,24,Loss
9/15/2013,2013,ARI,DET,33.27 N,-112.05 W,25,21,Win
10/6/2013,2013,ARI,CAR,33.27 N,-112.05 W,22,6,Win
10/17/2013,2013,ARI,SEA,33.27 N,-112.05 W,22,34,Loss
10/27/2013,2013,ARI,ATL,33.27 N,-112.05 W,27,13,Win
11/10/2013,2013,ARI,HOU,33.27 N,-112.05 W,27,24,Win
11/24/2013,2013,ARI,IND,33.27 N,-112.05 W,40,11,Win
12/8/2013,2013,ARI,LAR,33.27 N,-112.05 W,30,10,Win
12/29/2013,2013,ARI,SF,33.27 N,-112.05 W,20,23,Loss
9/15/2013,2013,ATL,LAR,33.45 N,-84.23 W,31,24,Win
9/29/2013,2013,ATL,NE,33.45 N,-84.23 W,23,30,Loss
10/7/2013,2013,ATL,NYJ,33.45 N,-84.23 W,28,30,Loss
10/20/2013,2013,ATL,TB,33.45 N,-84.23 W,31,23,Win
11/10/2013,2013,ATL,SEA,33.45 N,-84.23 W,10,33,Loss
11/21/2013,2013,ATL,NO,33.45 N,-84.23 W,13,17,Loss
12/15/2013,2013,ATL,WSH,33.45 N,-84.23 W,27,26,Win
12/29/2013,2013,ATL,CAR,33.45 N,-84.23 W,20,21,Loss
9/15/2013,2013,BAL,CLE,39.17 N,-76.37 W,14,6,Win
9/22/2013,2013,BAL,HOU,39.17 N,-76.37 W,30,9,Win
10/13/2013,2013,BAL,GB,39.17 N,-76.37 W,17,19,Loss
11/10/2013,2013,BAL,CIN,39.17 N,-76.37 W,20,17,Win
11/24/2013,2013,BAL,NYJ,39.17 N,-76.37 W,19,3,Win
11/28/2013,2013,BAL,PIT,39.17 N,-76.37 W,22,20,Win
12/8/2013,2013,BAL,MIN,39.17 N,-76.37 W,29,26,Win
12/22/2013,2013,BAL,NE,39.17 N,-76.37 W,7,41,Loss
9/8/2013,2013,BUF,NE,42.54 N,-78.53 W,21,23,Loss
9/15/2013,2013,BUF,CAR,42.54 N,-78.53 W,24,23,Win
9/29/2013,2013,BUF,BAL,42.54 N,-78.53 W,23,20,Win
10/13/2013,2013,BUF,CIN,42.54 N,-78.53 W,24,27,Loss
11/3/2013,2013,BUF,KC,42.54 N,-78.53 W,13,23,Loss
11/17/2013,2013,BUF,NYJ,42.54 N,-78.53 W,37,14,Win
12/1/2013,2013,BUF,ATL,42.54 N,-78.53 W,31,34,Loss
12/22/2013,2013,BUF,MIA,42.54 N,-78.53 W,19,0,Win
9/8/2013,2013,CAR,SEA,35.14 N,-80.50 W,7,12,Loss
9/22/2013,2013,CAR,NYG,35.14 N,-80.50 W,38,0,Win
10/20/2013,2013,CAR,LAR,35.14 N,-80.50 W,30,15,Win
11/3/2013,2013,CAR,ATL,35.14 N,-80.50 W,34,10,Win
11/18/2013,2013,CAR,NE,35.14 N,-80.50 W,24,20,Win
12/1/2013,2013,CAR,TB,35.14 N,-80.50 W,27,6,Win
12/15/2013,2013,CAR,NYJ,35.14 N,-80.50 W,30,20,Win
12/22/2013,2013,CAR,NO,35.14 N,-80.50 W,17,13,Win
1/12/2014,2013,CAR,SF,35.14 N,-80.50 W,10,23,Loss
9/8/2013,2013,CHI,CIN,41.53 N,-87.38 W,24,21,Win
9/15/2013,2013,CHI,MIN,41.53 N,-87.38 W,31,30,Win
10/6/2013,2013,CHI,NO,41.53 N,-87.38 W,18,26,Loss
10/10/2013,2013,CHI,NYG,41.53 N,-87.38 W,27,21,Win
11/10/2013,2013,CHI,DET,41.53 N,-87.38 W,19,21,Loss
11/17/2013,2013,CHI,BAL,41.53 N,-87.38 W,23,20,Win
12/9/2013,2013,CHI,DAL,41.53 N,-87.38 W,45,28,Win
12/29/2013,2013,CHI,GB,41.53 N,-87.38 W,28,33,Loss
9/16/2013,2013,CIN,PIT,39.06 N,-84.31 W,20,10,Win
9/22/2013,2013,CIN,GB,39.06 N,-84.31 W,34,30,Win
10/6/2013,2013,CIN,NE,39.06 N,-84.31 W,13,6,Win
10/27/2013,2013,CIN,NYJ,39.06 N,-84.31 W,49,9,Win
11/17/2013,2013,CIN,CLE,39.06 N,-84.31 W,41,20,Win
12/8/2013,2013,CIN,IND,39.06 N,-84.31 W,42,28,Win
12/22/2013,2013,CIN,MIN,39.06 N,-84.31 W,42,14,Win
12/29/2013,2013,CIN,BAL,39.06 N,-84.31 W,34,17,Win
1/5/2014,2013,CIN,LAC,39.06 N,-84.31 W,10,27,Loss
9/8/2013,2013,CLE,MIA,41.30 N,-81.41 W,10,23,Loss
9/29/2013,2013,CLE,CIN,41.30 N,-81.41 W,17,6,Win
10/3/2013,2013,CLE,BUF,41.30 N,-81.41 W,37,24,Win
10/13/2013,2013,CLE,DET,41.30 N,-81.41 W,17,31,Loss
11/3/2013,2013,CLE,BAL,41.30 N,-81.41 W,24,18,Win
11/24/2013,2013,CLE,PIT,41.30 N,-81.41 W,11,27,Loss
12/1/2013,2013,CLE,JAX,41.30 N,-81.41 W,28,32,Loss
12/15/2013,2013,CLE,CHI,41.30 N,-81.41 W,31,38,Loss
