date,season,home,away,lat,long,score1,score2,result
12/13/2015,2015,NYJ,TEN,40.43 N,-74.01 W,30,8,Win
12/27/2015,2015,NYJ,NE,40.43 N,-74.01 W,26,20,Win
9/13/2015,2015,OAK,CIN,37.47 N,-122.13 W,13,33,Loss
9/20/2015,2015,OAK,BAL,37.47 N,-122.13 W,37,33,Win
10/11/2015,2015,OAK,DEN,37.47 N,-122.13 W,10,16,Loss
11/1/2015,2015,OAK,NYJ,37.47 N,-122.13 W,34,20,Win
11/15/2015,2015,OAK,MIN,37.47 N,-122.13 W,14,30,Loss
12/6/2015,2015,OAK,KC,37.47 N,-122.13 W,20,34,Loss
12/20/2015,2015,OAK,GB,37.47 N,-122.13 W,20,30,Loss
12/24/2015,2015,OAK,LAC,37.47 N,-122.13 W,23,20,Win
9/20/2015,2015,PHI,DAL,39.57 N,-75.07 W,10,20,Loss
10/11/2015,2015,PHI,NO,39.57 N,-75.07 W,39,17,Win
10/19/2015,2015,PHI,NYG,39.57 N,-75.07 W,27,7,Win
11/15/2015,2015,PHI,MIA,39.57 N,-75.07 W,19,20,Loss
11/22/2015,2015,PHI,TB,39.57 N,-75.07 W,17,45,Loss
12/13/2015,2015,PHI,BUF,39.57 N,-75.07 W,23,20,Win
12/20/2015,2015,PHI,ARI,39.57 N,-75.07 W,17,40,Loss
12/26/2015,2015,PHI,WSH,39.57 N,-75.07 W,24,38,Loss
9/20/2015,2015,PIT,SF,40.26 N,-80.00 W,43,18,Win
10/1/2015,2015,PIT,BAL,40.26 N,-80.00 W,20,23,Loss
10/18/2015,2015,PIT,ARI,40.26 N,-80.00 W,25,13,Win
11/1/2015,2015,PIT,CIN,40.26 N,-80.00 W,10,16,Loss
11/8/2015,2015,PIT,OAK,40.26 N,-80.00 W,38,35,Win
11/15/2015,2015,PIT,CLE,40.26 N,-80.00 W,30,9,Win
12/6/2015,2015,PIT,IND,40.26 N,-80.00 W,45,10,Win
12/20/2015,2015,PIT,DEN,40.26 N,-80.00 W,34,27,Win
9/27/2015,2015,SEA,CHI,47.36 N,-122.20 W,26,0,Win
10/5/2015,2015,SEA,DET,47.36 N,-122.20 W,13,10,Win
10/18/2015,2015,SEA,CAR,47.36 N,-122.20 W,23,27,Loss
11/15/2015,2015,SEA,ARI,47.36 N,-122.20 W,32,39,Loss
11/22/2015,2015,SEA,SF,47.36 N,-122.20 W,29,13,Win
11/29/2015,2015,SEA,PIT,47.36 N,-122.20 W,39,30,Win
12/20/2015,2015,SEA,CLE,47.36 N,-122.20 W,30,13,Win
12/27/2015,2015,SEA,LAR,47.36 N,-122.20 W,17,23,Loss
9/14/2015,2015,SF,MIN,47.36 N,-122.20 W,20,3,Win
10/4/2015,2015,SF,GB,47.36 N,-122.20 W,3,17,Loss
10/18/2015,2015,SF,BAL,47.36 N,-122.20 W,25,20,Win
10/22/2015,2015,SF,SEA,47.36 N,-122.20 W,3,20,Loss
11/8/2015,2015,SF,ATL,47.36 N,-122.20 W,17,16,Win
11/29/2015,2015,SF,ARI,47.36 N,-122.20 W,13,19,Loss
12/20/2015,2015,SF,CIN,47.36 N,-122.20 W,14,24,Loss
1/3/2016,2015,SF,LAR,47.36 N,-122.20 W,19,16,Win
9/13/2015,2015,TB,TEN,27.57 N,-82.27 W,14,42,Loss
10/4/2015,2015,TB,CAR,27.57 N,-82.27 W,23,37,Loss
10/11/2015,2015,TB,JAX,27.57 N,-82.27 W,38,31,Win
11/8/2015,2015,TB,NYG,27.57 N,-82.27 W,18,32,Loss
11/15/2015,2015,TB,DAL,27.57 N,-82.27 W,10,6,Win
12/6/2015,2015,TB,ATL,27.57 N,-82.27 W,23,19,Win
12/13/2015,2015,TB,NO,27.57 N,-82.27 W,17,24,Loss
12/27/2015,2015,TB,CHI,27.57 N,-82.27 W,21,26,Loss
9/27/2015,2015,TEN,IND,36.09 N,-86.48 W,33,35,Loss
10/11/2015,2015,TEN,BUF,36.09 N,-86.48 W,13,14,Loss
10/18/2015,2015,TEN,MIA,36.09 N,-86.48 W,10,38,Loss
10/25/2015,2015,TEN,ATL,36.09 N,-86.48 W,7,10,Loss
11/15/2015,2015,TEN,CAR,36.09 N,-86.48 W,10,27,Loss
11/29/2015,2015,TEN,OAK,36.09 N,-86.48 W,21,24,Loss
12/6/2015,2015,TEN,JAX,36.09 N,-86.48 W,42,39,Win
12/27/2015,2015,TEN,HOU,36.09 N,-86.48 W,6,34,Loss
9/13/2015,2015,WSH,MIA,38.54 N,-77.01 W,10,17,Loss
9/20/2015,2015,WSH,LAR,38.54 N,-77.01 W,24,10,Win
10/4/2015,2015,WSH,PHI,38.54 N,-77.01 W,23,20,Win
10/25/2015,2015,WSH,TB,38.54 N,-77.01 W,31,30,Win
11/15/2015,2015,WSH,NO,38.54 N,-77.01 W,47,14,Win
11/29/2015,2015,WSH,NYG,38.54 N,-77.01 W,20,14,Win
12/7/2015,2015,WSH,DAL,38.54 N,-77.01 W,16,19,Loss
12/20/2015,2015,WSH,BUF,38.54 N,-77.01 W,35,25,Win
1/9/2016,2015,WSH,GB,38.54 N,-77.01 W,18,35,Loss
9/11/2016,2016,ARI,NE,33.27 N,-112.05 W,21,23,Loss
9/18/2016,2016,ARI,TB,33.27 N,-112.05 W,40,7,Win
10/2/2016,2016,ARI,LAR,33.27 N,-112.05 W,13,17,Loss
10/17/2016,2016,ARI,NYJ,33.27 N,-112.05 W,28,3,Win
10/23/2016,2016,ARI,SEA,33.27 N,-112.05 W,6,6,Tie
11/13/2016,2016,ARI,SF,33.27 N,-112.05 W,23,20,Win
12/4/2016,2016,ARI,WSH,33.27 N,-112.05 W,31,23,Win
12/18/2016,2016,ARI,NO,33.27 N,-112.05 W,41,48,Loss
9/11/2016,2016,ATL,TB,33.45 N,-84.23 W,24,31,Loss
10/2/2016,2016,ATL,CAR,33.45 N,-84.23 W,48,33,Win
10/23/2016,2016,ATL,LAC,33.45 N,-84.23 W,30,33,Loss
10/30/2016,2016,ATL,GB,33.45 N,-84.23 W,33,32,Win
11/27/2016,2016,ATL,ARI,33.45 N,-84.23 W,38,19,Win
12/4/2016,2016,ATL,KC,33.45 N,-84.23 W,28,29,Loss
12/18/2016,2016,ATL,SF,33.45 N,-84.23 W,41,13,Win
1/1/2017,2016,ATL,NO,33.45 N,-84.23 W,38,32,Win
1/14/2017,2016,ATL,SEA,33.45 N,-84.23 W,36,20,Win
1/22/2017,2016,ATL,GB,33.45 N,-84.23 W,44,21,Win
2/5/2017,2016,ATL,NE,33.45 N,-84.23 W,28,34,Loss
9/11/2016,2016,BAL,BUF,39.17 N,-76.37 W,13,7,Win
10/2/2016,2016,BAL,OAK,39.17 N,-76.37 W,27,28,Loss
10/9/2016,2016,BAL,WSH,39.17 N,-76.37 W,10,16,Loss
11/6/2016,2016,BAL,PIT,39.17 N,-76.37 W,21,14,Win
11/10/2016,2016,BAL,CLE,39.17 N,-76.37 W,28,7,Win
11/27/2016,2016,BAL,CIN,39.17 N,-76.37 W,19,14,Win
12/4/2016,2016,BAL,MIA,39.17 N,-76.37 W,38,6,Win
12/18/2016,2016,BAL,PHI,39.17 N,-76.37 W,27,26,Win
9/15/2016,2016,BUF,NYJ,42.54 N,-78.53 W,31,37,Loss
9/25/2016,2016,BUF,ARI,42.54 N,-78.53 W,33,18,Win
10/16/2016,2016,BUF,SF,42.54 N,-78.53 W,45,16,Win
10/30/2016,2016,BUF,NE,42.54 N,-78.53 W,25,41,Loss
11/27/2016,2016,BUF,JAX,42.54 N,-78.53 W,28,21,Win
12/11/2016,2016,BUF,PIT,42.54 N,-78.53 W,20,27,Loss
12/18/2016,2016,BUF,CLE,42.54 N,-78.53 W,33,13,Win
12/24/2016,2016,BUF,MIA,42.54 N,-78.53 W,31,34,Loss
9/18/2016,2016,CAR,SF,35.14 N,-80.50 W,46,27,Win
9/25/2016,2016,CAR,MIN,35.14 N,-80.50 W,10,22,Loss
10/10/2016,2016,CAR,TB,35.14 N,-80.50 W,14,17,Loss
10/30/2016,2016,CAR,ARI,35.14 N,-80.50 W,30,20,Win
11/13/2016,2016,CAR,KC,35.14 N,-80.50 W,17,20,Loss
11/17/2016,2016,CAR,NO,35.14 N,-80.50 W,23,20,Win
12/11/2016,2016,CAR,LAC,35.14 N,-80.50 W,28,16,Win
12/24/2016,2016,CAR,ATL,35.14 N,-80.50 W,16,33,Loss
9/19/2016,2016,CHI,PHI,41.53 N,-87.38 W,14,29,Loss
10/2/2016,2016,CHI,DET,41.53 N,-87.38 W,17,14,Win
10/16/2016,2016,CHI,JAX,41.53 N,-87.38 W,16,17,Loss
10/31/2016,2016,CHI,MIN,41.53 N,-87.38 W,20,10,Win
11/27/2016,2016,CHI,TEN,41.53 N,-87.38 W,21,27,Loss
12/4/2016,2016,CHI,SF,41.53 N,-87.38 W,26,6,Win
12/18/2016,2016,CHI,GB,41.53 N,-87.38 W,27,30,Loss
12/24/2016,2016,CHI,WSH,41.53 N,-87.38 W,21,41,Loss
9/25/2016,2016,CIN,DEN,39.06 N,-84.31 W,17,29,Loss
9/29/2016,2016,CIN,MIA,39.06 N,-84.31 W,22,7,Win
10/23/2016,2016,CIN,CLE,39.06 N,-84.31 W,31,17,Win
10/30/2016,2016,CIN,WSH,39.06 N,-84.31 W,27,27,Tie
11/20/2016,2016,CIN,BUF,39.06 N,-84.31 W,12,16,Loss
12/4/2016,2016,CIN,PHI,39.06 N,-84.31 W,32,14,Win
12/18/2016,2016,CIN,PIT,39.06 N,-84.31 W,20,24,Loss
1/1/2017,2016,CIN,BAL,39.06 N,-84.31 W,27,10,Win
9/18/2016,2016,CLE,BAL,41.30 N,-81.41 W,20,25,Loss
10/9/2016,2016,CLE,NE,41.30 N,-81.41 W,13,33,Loss
10/30/2016,2016,CLE,NYJ,41.30 N,-81.41 W,28,31,Loss
11/6/2016,2016,CLE,DAL,41.30 N,-81.41 W,10,35,Loss
11/20/2016,2016,CLE,PIT,41.30 N,-81.41 W,9,24,Loss
11/27/2016,2016,CLE,NYG,41.30 N,-81.41 W,13,27,Loss
12/11/2016,2016,CLE,CIN,41.30 N,-81.41 W,10,23,Loss
12/24/2016,2016,CLE,LAC,41.30 N,-81.41 W,20,17,Win
9/11/2016,2016,DAL,NYG,32.47 N,-96.48 W,19,20,Loss
9/25/2016,2016,DAL,CHI,32.47 N,-96.48 W,31,17,Win
10/9/2016,2016,DAL,CIN,32.47 N,-96.48 W,28,14,Win
10/30/2016,2016,DAL,PHI,32.47 N,-96.48 W,29,23,Win
11/20/2016,2016,DAL,BAL,32.47 N,-96.48 W,27,17,Win
11/24/2016,2016,DAL,WSH,32.47 N,-96.48 W,31,26,Win
12/18/2016,2016,DAL,TB,32.47 N,-96.48 W,26,20,Win
12/26/2016,2016,DAL,DET,32.47 N,-96.48 W,42,21,Win
1/15/2017,2016,DAL,GB,32.47 N,-96.48 W,31,34,Loss
9/8/2016,2016,DEN,CAR,39.43 N,-105.01 W,21,20,Win
9/18/2016,2016,DEN,IND,39.43 N,-105.01 W,34,20,Win
10/9/2016,2016,DEN,ATL,39.43 N,-105.01 W,16,23,Loss
10/24/2016,2016,DEN,HOU,39.43 N,-105.01 W,27,9,Win
10/30/2016,2016,DEN,LAC,39.43 N,-105.01 W,27,19,Win
11/27/2016,2016,DEN,KC,39.43 N,-105.01 W,27,30,Loss
12/18/2016,2016,DEN,NE,39.43 N,-105.01 W,3,16,Loss
1/1/2017,2016,DEN,OAK,39.43 N,-105.01 W,24,6,Win
9/18/2016,2016,DET,TEN,42.20 N,-83.03 W,15,16,Loss
10/9/2016,2016,DET,PHI,42.20 N,-83.03 W,24,23,Win
10/16/2016,2016,DET,LAR,42.20 N,-83.03 W,31,28,Win
10/23/2016,2016,DET,WSH,42.20 N,-83.03 W,20,17,Win
11/20/2016,2016,DET,JAX,42.20 N,-83.03 W,26,19,Win
11/24/2016,2016,DET,MIN,42.20 N,-83.03 W,16,13,Win
12/11/2016,2016,DET,CHI,42.20 N,-83.03 W,20,17,Win
1/1/2017,2016,DET,GB,42.20 N,-83.03 W,24,31,Loss
9/25/2016,2016,GB,DET,44.30 N,-88.01 W,34,27,Win
10/9/2016,2016,GB,NYG,44.30 N,-88.01 W,23,16,Win
10/16/2016,2016,GB,DAL,44.30 N,-88.01 W,16,30,Loss
10/20/2016,2016,GB,CHI,44.30 N,-88.01 W,26,10,Win
11/6/2016,2016,GB,IND,44.30 N,-88.01 W,26,31,Loss
12/4/2016,2016,GB,HOU,44.30 N,-88.01 W,21,13,Win
12/11/2016,2016,GB,SEA,44.30 N,-88.01 W,38,10,Win
12/24/2016,2016,GB,MIN,44.30 N,-88.01 W,38,25,Win
1/8/2017,2016,GB,NYG,44.30 N,-88.01 W,38,13,Win
9/11/2016,2016,HOU,CHI,29.46 N,-95.22 W,23,14,Win
9/18/2016,2016,HOU,KC,29.46 N,-95.22 W,19,12,Win
10/2/2016,2016,HOU,TEN,29.46 N,-95.22 W,27,20,Win
10/16/2016,2016,HOU,IND,29.46 N,-95.22 W,26,23,Win
10/30/2016,2016,HOU,DET,29.46 N,-95.22 W,20,13,Win
11/27/2016,2016,HOU,LAC,29.46 N,-95.22 W,13,21,Loss
12/18/2016,2016,HOU,JAX,29.46 N,-95.22 W,21,20,Win
12/24/2016,2016,HOU,CIN,29.46 N,-95.22 W,12,10,Win
1/7/2017,2016,HOU,OAK,29.46 N,-95.22 W,27,14,Win
9/11/2016,2016,IND,DET,39.46 N,-86.09 W,35,39,Loss
9/25/2016,2016,IND,LAC,39.46 N,-86.09 W,26,22,Win
10/9/2016,2016,IND,CHI,39.46 N,-86.09 W,29,23,Win
10/30/2016,2016,IND,KC,39.46 N,-86.09 W,14,30,Loss
11/20/2016,2016,IND,TEN,39.46 N,-86.09 W,24,17,Win
11/24/2016,2016,IND,PIT,39.46 N,-86.09 W,7,28,Loss
12/11/2016,2016,IND,HOU,39.46 N,-86.09 W,17,22,Loss
1/1/2017,2016,IND,JAX,39.46 N,-86.09 W,24,20,Win
9/11/2016,2016,JAX,GB,30.20 N,-81.40 W,23,27,Loss
9/25/2016,2016,JAX,BAL,30.20 N,-81.40 W,17,19,Loss
10/2/2016,2016,JAX,IND,30.20 N,-81.40 W,30,27,Win
10/23/2016,2016,JAX,OAK,30.20 N,-81.40 W,16,33,Loss
11/13/2016,2016,JAX,HOU,30.20 N,-81.40 W,21,24,Loss
12/4/2016,2016,JAX,DEN,30.20 N,-81.40 W,10,20,Loss
12/11/2016,2016,JAX,MIN,30.20 N,-81.40 W,16,25,Loss
12/24/2016,2016,JAX,TEN,30.20 N,-81.40 W,38,17,Win
9/11/2016,2016,KC,LAC,39.06 N,-94.37 W,33,27,Win
9/25/2016,2016,KC,NYJ,39.06 N,-94.37 W,24,3,Win
10/23/2016,2016,KC,NO,39.06 N,-94.37 W,27,21,Win
11/6/2016,2016,KC,JAX,39.06 N,-94.37 W,19,14,Win
11/20/2016,2016,KC,TB,39.06 N,-94.37 W,17,19,Loss
12/8/2016,2016,KC,OAK,39.06 N,-94.37 W,21,13,Win
12/18/2016,2016,KC,TEN,39.06 N,-94.37 W,17,19,Loss
12/25/2016,2016,KC,DEN,39.06 N,-94.37 W,33,10,Win
1/15/2017,2016,KC,PIT,39.06 N,-94.37 W,16,18,Loss
9/18/2016,2016,LAC,JAX,39.06 N,-94.37 W,38,14,Win
10/2/2016,2016,LAC,NO,39.06 N,-94.37 W,34,35,Loss
10/13/2016,2016,LAC,DEN,39.06 N,-94.37 W,21,13,Win
11/6/2016,2016,LAC,TEN,39.06 N,-94.37 W,43,35,Win
11/13/2016,2016,LAC,MIA,39.06 N,-94.37 W,24,31,Loss
12/4/2016,2016,LAC,TB,39.06 N,-94.37 W,21,28,Loss
12/18/2016,2016,LAC,OAK,39.06 N,-94.37 W,16,19,Loss
1/1/2017,2016,LAC,KC,39.06 N,-94.37 W,27,37,Loss
9/18/2016,2016,LAR,SEA,39.06 N,-94.37 W,9,3,Win
10/9/2016,2016,LAR,BUF,39.06 N,-94.37 W,19,30,Loss
10/23/2016,2016,LAR,NYG,39.06 N,-94.37 W,10,17,Loss
11/6/2016,2016,LAR,CAR,39.06 N,-94.37 W,10,13,Loss
11/20/2016,2016,LAR,MIA,39.06 N,-94.37 W,10,14,Loss
12/11/2016,2016,LAR,ATL,39.06 N,-94.37 W,14,42,Loss
12/24/2016,2016,LAR,SF,39.06 N,-94.37 W,21,22,Loss
1/1/2017,2016,LAR,ARI,39.06 N,-94.37 W,6,44,Loss
9/25/2016,2016,MIA,CLE,25.46 N,-80.12 W,30,24,Win
10/9/2016,2016,MIA,TEN,25.46 N,-80.12 W,17,30,Loss
10/16/2016,2016,MIA,PIT,25.46 N,-80.12 W,30,15,Win
10/23/2016,2016,MIA,BUF,25.46 N,-80.12 W,28,25,Win
11/6/2016,2016,MIA,NYJ,25.46 N,-80.12 W,27,23,Win
11/27/2016,2016,MIA,SF,25.46 N,-80.12 W,31,24,Win
12/11/2016,2016,MIA,ARI,25.46 N,-80.12 W,26,23,Win
1/1/2017,2016,MIA,NE,25.46 N,-80.12 W,14,35,Loss
9/18/2016,2016,MIN,GB,44.59 N,-93.13 W,17,14,Win
10/3/2016,2016,MIN,NYG,44.59 N,-93.13 W,24,10,Win
10/9/2016,2016,MIN,HOU,44.59 N,-93.13 W,31,13,Win
11/6/2016,2016,MIN,DET,44.59 N,-93.13 W,16,22,Loss
11/20/2016,2016,MIN,ARI,44.59 N,-93.13 W,30,24,Win
12/1/2016,2016,MIN,DAL,44.59 N,-93.13 W,15,17,Loss
12/18/2016,2016,MIN,IND,44.59 N,-93.13 W,6,34,Loss
1/1/2017,2016,MIN,CHI,44.59 N,-93.13 W,38,10,Win
9/18/2016,2016,NE,MIA,42.21 N,-71.04 W,31,24,Win
9/22/2016,2016,NE,HOU,42.21 N,-71.04 W,27,0,Win
10/2/2016,2016,NE,BUF,42.21 N,-71.04 W,0,16,Loss
10/16/2016,2016,NE,CIN,42.21 N,-71.04 W,35,17,Win
11/13/2016,2016,NE,SEA,42.21 N,-71.04 W,24,31,Loss
12/4/2016,2016,NE,LAR,42.21 N,-71.04 W,26,10,Win
12/12/2016,2016,NE,BAL,42.21 N,-71.04 W,30,23,Win
12/24/2016,2016,NE,NYJ,42.21 N,-71.04 W,41,3,Win
1/14/2017,2016,NE,HOU,42.21 N,-71.04 W,34,16,Win
1/22/2017,2016,NE,PIT,42.21 N,-71.04 W,36,17,Win
9/11/2016,2016,NO,OAK,29.58 N,-90.07 W,34,35,Loss
9/26/2016,2016,NO,ATL,29.58 N,-90.07 W,32,45,Loss
10/16/2016,2016,NO,CAR,29.58 N,-90.07 W,41,38,Win
10/30/2016,2016,NO,SEA,29.58 N,-90.07 W,25,20,Win
11/13/2016,2016,NO,DEN,29.58 N,-90.07 W,23,25,Loss
11/27/2016,2016,NO,LAR,29.58 N,-90.07 W,49,21,Win
12/4/2016,2016,NO,DET,29.58 N,-90.07 W,13,28,Loss
12/24/2016,2016,NO,TB,29.58 N,-90.07 W,31,24,Win
9/18/2016,2016,NYG,NO,40.43 N,-74.01 W,16,13,Win
9/25/2016,2016,NYG,WSH,40.43 N,-74.01 W,27,29,Loss
10/16/2016,2016,NYG,BAL,40.43 N,-74.01 W,27,23,Win
11/6/2016,2016,NYG,PHI,40.43 N,-74.01 W,28,23,Win
11/14/2016,2016,NYG,CIN,40.43 N,-74.01 W,21,20,Win
11/20/2016,2016,NYG,CHI,40.43 N,-74.01 W,22,16,Win
12/11/2016,2016,NYG,DAL,40.43 N,-74.01 W,10,7,Win
12/18/2016,2016,NYG,DET,40.43 N,-74.01 W,17,6,Win
9/11/2016,2016,NYJ,CIN,40.43 N,-74.01 W,22,23,Loss
10/2/2016,2016,NYJ,SEA,40.43 N,-74.01 W,17,27,Loss
10/23/2016,2016,NYJ,BAL,40.43 N,-74.01 W,24,16,Win
11/13/2016,2016,NYJ,LAR,40.43 N,-74.01 W,6,9,Loss
11/27/2016,2016,NYJ,NE,40.43 N,-74.01 W,17,22,Loss
12/5/2016,2016,NYJ,IND,40.43 N,-74.01 W,10,41,Loss
12/17/2016,2016,NYJ,MIA,40.43 N,-74.01 W,13,34,Loss
1/1/2017,2016,NYJ,BUF,40.43 N,-74.01 W,30,10,Win
9/18/2016,2016,OAK,ATL,37.47 N,-122.13 W,28,35,Loss
10/9/2016,2016,OAK,LAC,37.47 N,-122.13 W,34,31,Win
10/16/2016,2016,OAK,KC,37.47 N,-122.13 W,10,26,Loss
11/6/2016,2016,OAK,DEN,37.47 N,-122.13 W,30,20,Win
11/21/2016,2016,OAK,HOU,37.47 N,-122.13 W,27,20,Win
11/27/2016,2016,OAK,CAR,37.47 N,-122.13 W,35,32,Win
12/4/2016,2016,OAK,BUF,37.47 N,-122.13 W,38,24,Win
12/24/2016,2016,OAK,IND,37.47 N,-122.13 W,33,25,Win
9/11/2016,2016,PHI,CLE,39.57 N,-75.07 W,29,10,Win
9/25/2016,2016,PHI,PIT,39.57 N,-75.07 W,34,3,Win
10/23/2016,2016,PHI,MIN,39.57 N,-75.07 W,21,10,Win
11/13/2016,2016,PHI,ATL,39.57 N,-75.07 W,24,15,Win
11/28/2016,2016,PHI,GB,39.57 N,-75.07 W,13,27,Loss
12/11/2016,2016,PHI,WSH,39.57 N,-75.07 W,22,27,Loss
12/22/2016,2016,PHI,NYG,39.57 N,-75.07 W,24,19,Win
1/1/2017,2016,PHI,DAL,39.57 N,-75.07 W,27,13,Win
9/18/2016,2016,PIT,CIN,40.26 N,-80.00 W,24,16,Win
10/2/2016,2016,PIT,KC,40.26 N,-80.00 W,43,14,Win
10/9/2016,2016,PIT,NYJ,40.26 N,-80.00 W,31,13,Win
10/23/2016,2016,PIT,NE,40.26 N,-80.00 W,16,27,Loss
11/13/2016,2016,PIT,DAL,40.26 N,-80.00 W,30,35,Loss
12/4/2016,2016,PIT,NYG,40.26 N,-80.00 W,24,14,Win
12/25/2016,2016,PIT,BAL,40.26 N,-80.00 W,31,27,Win
1/1/2017,2016,PIT,CLE,40.26 N,-80.00 W,27,24,Win
1/8/2017,2016,PIT,MIA,40.26 N,-80.00 W,30,12,Win
9/11/2016,2016,SEA,MIA,47.36 N,-122.20 W,12,10,Win
9/25/2016,2016,SEA,SF,47.36 N,-122.20 W,37,18,Win
10/16/2016,2016,SEA,ATL,47.36 N,-122.20 W,26,24,Win
11/7/2016,2016,SEA,BUF,47.36 N,-122.20 W,31,25,Win
11/20/2016,2016,SEA,PHI,47.36 N,-122.20 W,26,15,Win
12/4/2016,2016,SEA,CAR,47.36 N,-122.20 W,40,7,Win
12/15/2016,2016,SEA,LAR,47.36 N,-122.20 W,24,3,Win
12/24/2016,2016,SEA,ARI,47.36 N,-122.20 W,31,34,Loss
1/7/2017,2016,SEA,DET,47.36 N,-122.20 W,26,6,Win
9/12/2016,2016,SF,LAR,47.36 N,-122.20 W,28,0,Win
10/2/2016,2016,SF,DAL,47.36 N,-122.20 W,17,24,Loss
10/6/2016,2016,SF,ARI,47.36 N,-122.20 W,21,33,Loss
10/23/2016,2016,SF,TB,47.36 N,-122.20 W,17,34,Loss
11/6/2016,2016,SF,NO,47.36 N,-122.20 W,23,41,Loss
11/20/2016,2016,SF,NE,47.36 N,-122.20 W,17,30,Loss
12/11/2016,2016,SF,NYJ,47.36 N,-122.20 W,17,23,Loss
1/1/2017,2016,SF,SEA,47.36 N,-122.20 W,23,25,Loss
9/25/2016,2016,TB,LAR,27.57 N,-82.27 W,32,37,Loss
10/2/2016,2016,TB,DEN,27.57 N,-82.27 W,7,27,Loss
10/30/2016,2016,TB,OAK,27.57 N,-82.27 W,24,30,Loss
11/3/2016,2016,TB,ATL,27.57 N,-82.27 W,28,43,Loss
11/13/2016,2016,TB,CHI,27.57 N,-82.27 W,36,10,Win
11/27/2016,2016,TB,SEA,27.57 N,-82.27 W,14,5,Win
12/11/2016,2016,TB,NO,27.57 N,-82.27 W,16,11,Win
1/1/2017,2016,TB,CAR,27.57 N,-82.27 W,17,16,Win
9/11/2016,2016,TEN,MIN,36.09 N,-86.48 W,16,25,Loss
9/25/2016,2016,TEN,OAK,36.09 N,-86.48 W,10,17,Loss
10/16/2016,2016,TEN,CLE,36.09 N,-86.48 W,28,26,Win
10/23/2016,2016,TEN,IND,36.09 N,-86.48 W,26,34,Loss
10/27/2016,2016,TEN,JAX,36.09 N,-86.48 W,36,22,Win
11/13/2016,2016,TEN,GB,36.09 N,-86.48 W,47,25,Win
12/11/2016,2016,TEN,DEN,36.09 N,-86.48 W,13,10,Win
1/1/2017,2016,TEN,HOU,36.09 N,-86.48 W,24,17,Win
9/12/2016,2016,WSH,PIT,38.54 N,-77.01 W,16,38,Loss
9/18/2016,2016,WSH,DAL,38.54 N,-77.01 W,23,27,Loss
10/2/2016,2016,WSH,CLE,38.54 N,-77.01 W,31,20,Win
10/16/2016,2016,WSH,PHI,38.54 N,-77.01 W,27,20,Win
11/13/2016,2016,WSH,MIN,38.54 N,-77.01 W,26,20,Win
11/20/2016,2016,WSH,GB,38.54 N,-77.01 W,42,24,Win
12/19/2016,2016,WSH,CAR,38.54 N,-77.01 W,15,26,Loss
1/1/2017,2016,WSH,NYG,38.54 N,-77.01 W,10,19,Loss
